,Unnamed: 0,Make,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Width,Body_Type,Kerb_Weight,Gears,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Keyless_Entry,Power,Seats_Material,Type,12v_Power_Outlet,Audiosystem,Basic_Warranty,Clock,Fuel-lid_Opener,Handbrake,Instrument_Console,Third_Row_AC_Vents,Ventilation_System,Airbags,Number_of_Airbags,Parking_Assistance,Seat_Height_Adjustment,Length_new,Average_Mileage
613,613,Volkswagen,1449500.0,1498.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1682.0,Hatchback,1148.0,5.0,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,Remote,110PS@4400rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Push to Open,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3220.0,19.455
614,614,Volkswagen,1317500.0,1197.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Petrol,1682.0,Hatchback,1109.0,7.0,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,Remote,105PS@5000rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Push to Open,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3220.0,17.105
615,615,Mahindra,881425.0,1856.7653225806453,4.370151770657673,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,52.28599156118143,Electric,1575.0,Hatchback,937.0,5.891797556719022,Ventilated Disc,Drum,Mac Pherson Strut type independent suspension with coaxial spring.,Twin Pivot Trailing Arm with Coaxial spring Damper,165/60/R14,165/60/R14,Electric Power,All Windows,Remote,25.8PS@3500rpm,Vinyl,Automatic,1.9927140255009108,"CD/MP3/DVD, USB, Aux-in",3 years 60000 kms,Digital,Internal,Automatic,Analog,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",3.8075201432408234,Rear sensors,Manual Adjustment,2824.0,80.0
616,616,Mahindra,957177.0,1856.7653225806453,4.370151770657673,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,52.28599156118143,Electric,1575.0,Hatchback,937.0,5.891797556719022,Ventilated Disc,Drum,Mac Pherson Strut type independent suspension with coaxial spring.,Twin Pivot Trailing Arm with Coaxial spring Damper,165/60/R14,165/60/R14,Electric Power,All Windows,Remote,25.8PS@3500rpm,Fabric,Automatic,1.9927140255009108,"CD/MP3/DVD, USB, Aux-in",3 years 60000 kms,Digital,Internal,Automatic,Analog,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",3.8075201432408234,Rear sensors,Manual Adjustment,2824.0,80.0
617,617,Tata,960868.0,1856.7653225806453,4.370151770657673,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35.0,Electric,1677.0,Sedan,1391.3889515219842,5.891797556719022,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,Remote,41.5PS@4500rpm,Fabric,Automatic,1.9927140255009108,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3221.0,43.91912629757774
618,618,Tata,975868.0,1856.7653225806453,4.370151770657673,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35.0,Electric,1677.0,Sedan,1391.3889515219842,5.891797556719022,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,Remote,41.5PS@4500rpm,Fabric,Automatic,1.9927140255009108,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3221.0,43.91912629757774
619,619,Tata,944175.0,1856.7653225806453,4.370151770657673,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35.0,Electric,1677.0,Sedan,1391.3889515219842,5.891797556719022,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,Only Front Windows,Remote,41.5PS@4500rpm,Fabric,Automatic,1.9927140255009108,Not on offer,2 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,Driver frontal airbag,1.0,Rear sensors,Manual Adjustment,3221.0,43.91912629757774
620,620,Honda,952900.0,1497.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42.0,Petrol,1735.0,SUV,1199.0,7.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,195/60 R16,195/60 R16,Electric Power,Only Front Windows,Remote,119PS@6600rpm,Fabric,Manual,1.9927140255009108,Not on offer,3 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3557.5,13.7
621,621,Honda,1052900.0,1497.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42.0,Petrol,1735.0,SUV,1217.0,7.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,195/60 R16,195/60 R16,Electric Power,All Windows,Remote,119PS@6600rpm,Fabric,Manual,1.9927140255009108,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"With Remote, Internal",Manual,Analog,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3557.5,13.7
622,622,Honda,1167900.0,1497.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42.0,Petrol,1735.0,SUV,1225.0,7.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,195/60 R16,195/60 R16,Electric Power,All Windows,Remote,119PS@6600rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors,Manual Adjustment,3557.5,13.7
623,623,Honda,1271900.0,1497.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42.0,Petrol,1735.0,SUV,1235.0,7.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,195/60 R16,195/60 R16,Electric Power,All Windows,Remote,119PS@6600rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors,Manual Adjustment,3559.0,13.7
624,624,Honda,1285900.0,1497.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42.0,Petrol,1735.0,SUV,1238.0,7.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,195/60 R16,195/60 R16,Electric Power,All Windows,Remote,119PS@6600rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors,Manual Adjustment,3559.0,14.0
625,625,Honda,1187900.0,1498.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42.0,Diesel,1735.0,SUV,1289.0,7.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,195/60 R16,195/60 R16,Electric Power,All Windows,Remote,100PS@3600rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3557.5,19.049999999999997
626,626,Honda,1273900.0,1498.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42.0,Diesel,1735.0,SUV,1301.0,7.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,195/60 R16,195/60 R16,Electric Power,All Windows,Remote,100PS@3600rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors,Manual Adjustment,3557.5,19.049999999999997
627,627,Honda,1382900.0,1498.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42.0,Diesel,1735.0,SUV,1306.0,7.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,195/60 R16,195/60 R16,Electric Power,All Windows,Remote,100PS@3600rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors,Manual Adjustment,3559.0,19.049999999999997
628,628,Mahindra,959860.0,2498.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,60.0,Diesel,1726.0,SUV,1750.0,5.0,Ventilated Disc,Drum,Independent Suspension with Torsion Bar And Stabilizer Bar,Semi-Elliptical Leaf Spring with Shock Absorbers,235/70R16,235/70R16,Electric Power,All Windows,Remote,105 Bhp@ 3800 rpm,Fabric,Manual,1.9927140255009108,"CD/MP3/DVD, USB, Aux-in",1 Year /Unlimited KMs,Digital,Internal,Manual,Analog,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",3.8075201432408234,Rear sensors,Manual Adjustment,3175.0,13.0
629,629,Mahindra,999148.0,2498.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,60.0,Diesel,1726.0,SUV,1750.0,5.0,Ventilated Disc,Drum,Independent Suspension with Torsion Bar And Stabilizer Bar,Semi-Elliptical Leaf Spring with Shock Absorbers,P235/70 R16,P235/70 R16,Electric Power,All Windows,Remote,105PS@3800rpm,Leather,Manual,1.0,"CD/MP3/DVD, USB, Aux-in",1 Year /Unlimited KMs,Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",3.8075201432408234,Rear sensors,Manual Adjustment,3175.0,13.0
630,630,Mahindra,974860.0,2498.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,60.0,Diesel,1726.0,SUV,1750.0,5.0,Ventilated Disc,Drum,IFS With Torsion Bar And Stablizer Bar,Semi-elliptical Leaf Spring,P235/70 R16,P235/70 R16,Electric Power,All Windows,Remote,105 Bhp@ 3800 rpm,Fabric,Manual,1.0,"CD/MP3/DVD, USB, Aux-in",1 Year /Unlimited KMs,Digital,Internal,Manual,Analog,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",3.8075201432408234,Rear sensors,Manual Adjustment,3175.0,13.0
631,631,Force,999000.0,2596.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,63.0,Diesel,1790.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar","Multi Link with Pan Hard Rod and Coil Springs, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",245/70 R16,245/70 R16,Electric Power,Only Front Windows,Remote,85PS@3200rpm,Fabric,Manual,1.9927140255009108,Not on offer,"3 Years/1,00,000 Kms (Whichever comes earlier)",Digital,Manual,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",3.8075201432408234,Rear sensors,Manual Adjustment,3546.0,15.5
632,632,Force,1075000.0,2596.0,4.0,FWD,In-line,BS IV,"Front, Longitudinal",Injection,63.0,Diesel,1790.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar","Multi Link with Pan Hard Rod and Coil Springs, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",245/70 R16,245/70 R16,Electric Power,Only Front Windows,Remote,85PS@3200rpm,Fabric,Manual,1.9927140255009108,Not on offer,"3 Years/1,00,000 Kms (Whichever comes earlier)",Digital,Manual,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",3.8075201432408234,Rear sensors,Manual Adjustment,3196.0,15.5
633,633,Force,1299000.0,2149.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,63.0,Diesel,1820.0,SUV,1391.3889515219842,5.0,Solid Disc,Drum,MacPherson Strut,Torsion Beam,245 / 70 R16,245 / 70 R16,Hydraulic Power,All Windows,Remote,140 bhp @ 3800 rpm,Fabric,Manual,2.0,Not on offer,2 years / Unlimited Kms,Analog,Manual,Manual,Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",3.8075201432408234,Rear sensors,Manual Adjustment,3196.0,43.91912629757774
634,634,Force,1330000.0,2149.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,63.0,Diesel,1820.0,SUV,1391.3889515219842,5.0,Solid Disc,Drum,MacPherson Strut,Torsion Beam,245 / 70 R16,245 / 70 R16,Hydraulic Power,All Windows,Remote,140 bhp @ 3800 rpm,Fabric,Manual,2.0,Not on offer,2 years / Unlimited Kms,Analog,Manual,Manual,Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",3.8075201432408234,Rear sensors,Manual Adjustment,3196.0,43.91912629757774
635,635,Force,975000.0,2596.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,63.0,Diesel,1790.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar","Multi Link with Pan Hard Rod and Coil Springs, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",245/70 R16,245/70 R16,Electric Power,Only Front Windows,Remote,85PS@3200rpm,Fabric,Manual,1.9927140255009108,Not on offer,"3 Years/1,00,000 Kms (Whichever comes earlier)",Digital,Manual,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",3.8075201432408234,Rear sensors,Manual Adjustment,3546.0,15.5
636,636,Force,1225000.0,2596.0,4.0,FWD,In-line,BS IV,"Front, Longitudinal",Injection,63.0,Diesel,1790.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar","Multi Link with Pan Hard Rod and Coil Springs, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",245/70 R16,245/70 R16,Electric Power,Only Front Windows,Remote,85PS@3200rpm,Fabric,Manual,1.9927140255009108,Not on offer,"3 Years/1,00,000 Kms (Whichever comes earlier)",Digital,Manual,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",3.8075201432408234,Rear sensors,Manual Adjustment,3196.0,15.5
637,637,Maruti Suzuki,984689.0,1462.0,4.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,45.0,Petrol,1775.0,MPV,1180.0,5.0,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,185/65 R15,185/65 R15,Electric Power,All Windows,Smart Key,104PS@6000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,Driver frontal airbag,2.0,Rear sensors,Manual Adjustment,3592.5,19.01
638,638,Maruti Suzuki,1041189.0,1462.0,4.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,45.0,Petrol,1775.0,MPV,1180.0,5.0,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,185/65 R15,185/65 R15,Electric Power,All Windows,Smart Key,104PS@6000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,Driver frontal airbag,2.0,Rear sensors,Manual Adjustment,3592.5,19.01
639,639,Maruti Suzuki,1094689.0,1462.0,4.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,45.0,Petrol,1775.0,MPV,1180.0,5.0,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,185/65 R15,185/65 R15,Electric Power,All Windows,Smart Key,104PS@6000rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,Driver frontal airbag,2.0,Rear sensors,Manual Adjustment,3592.5,17.01
640,640,Maruti Suzuki,1151189.0,1462.0,4.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,45.0,Petrol,1775.0,MPV,1180.0,5.0,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,185/65 R15,185/65 R15,Electric Power,All Windows,Smart Key,104PS@6000rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,Driver frontal airbag,2.0,Rear sensors,Manual Adjustment,3592.5,17.01
641,641,Fiat,989219.0,1368.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,52.28599156118143,Petrol,1706.0,Crossover,1391.3889515219842,5.0,Ventilated Disc,Drum,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",205/55 R16,205/55 R16,Electric Power,All Windows,Remote,143PS@5500RPM,Leather,Manual,1.9927140255009108,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3246.5,17.05
642,642,Mahindra,992748.0,2179.0,3.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1835.0,SUV,1391.3889515219842,5.0,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,215/70R15,215/70R15,Electric Power,All Windows,Remote,120PS@4000RPM,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Manual,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors,Manual Adjustment,3540.0,18.49
643,643,Mahindra,1029650.0,2179.0,3.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1835.0,SUV,1391.3889515219842,5.0,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,215/70R15,215/70R15,Electric Power,All Windows,Remote,120PS@4000RPM,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Manual,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors,Manual Adjustment,3540.0,18.49
644,644,Mahindra,1142157.0,2179.0,3.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1835.0,SUV,1391.3889515219842,5.0,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,215/70R15,215/70R15,Electric Power,All Windows,Remote,120PS@4000RPM,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Manual,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors,Manual Adjustment,3540.0,18.49
645,645,Mahindra,999900.0,1497.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1866.0,MPV,1391.3889515219842,6.0,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215 65 R16,215 65 R16,Electric Power,All Windows,Remote,121Bhp@3500rpm,Fabric,Manual,2.0,Not on offer,"2 years /1,00,000 Kms (years/distance whichever comes first)",Digital,Internal,Manual,Analog + Digital,Yes,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3672.5,17.3
646,646,Mahindra,1156471.0,1497.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1866.0,MPV,1391.3889515219842,6.0,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215 65 R16,215 65 R16,Electric Power,All Windows,Remote,121Bhp@3500rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 years /1,00,000 Kms (years/distance whichever comes first)",Digital,Internal,Manual,Analog + Digital,Yes,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3672.5,17.3
647,647,Mahindra,1308592.0,1497.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1866.0,MPV,1391.3889515219842,6.0,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215 65 R16,215 65 R16,Electric Power,All Windows,Remote,121Bhp@3500rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 years /1,00,000 Kms (years/distance whichever comes first)",Digital,Internal,Manual,Analog + Digital,Yes,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3672.5,17.3
648,648,Mahindra,1468440.0,1497.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1866.0,MPV,1391.3889515219842,6.0,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215/60 R17,215/60 R17,Electric Power,All Windows,Remote,121Bhp@3500rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 years /1,00,000 Kms (years/distance whichever comes first)",Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Front passenger frontal airbag, Driver frontal airbag",2.0,Rear sensors,Manual Adjustment,3672.5,17.3
649,649,Mahindra,999900.0,1497.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1866.0,MPV,1391.3889515219842,6.0,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215 65 R16,215 65 R16,Electric Power,All Windows,Remote,121Bhp@3500rpm,Fabric,Manual,2.0,Not on offer,"2 years /1,00,000 Kms (years/distance whichever comes first)",Digital,Internal,Manual,Analog + Digital,Yes,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3672.5,17.3
650,650,Mahindra,1164569.0,1497.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1866.0,MPV,1391.3889515219842,6.0,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215 65 R16,215 65 R16,Electric Power,All Windows,Remote,121Bhp@3500rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 years /1,00,000 Kms (years/distance whichever comes first)",Digital,Internal,Manual,Analog + Digital,Yes,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3672.5,17.3
651,651,Mahindra,1316690.0,1497.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1866.0,MPV,1391.3889515219842,6.0,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215 65 R16,215 65 R16,Electric Power,All Windows,Remote,121Bhp@3500rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 years /1,00,000 Kms (years/distance whichever comes first)",Digital,Internal,Manual,Analog + Digital,Yes,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3672.5,17.3
652,652,Mahindra,1476538.0,1497.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1866.0,MPV,1391.3889515219842,6.0,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215/60 R17,215/60 R17,Electric Power,All Windows,Remote,121Bhp@3500rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 years /1,00,000 Kms (years/distance whichever comes first)",Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Front passenger frontal airbag, Driver frontal airbag",2.0,Rear sensors,Manual Adjustment,3672.5,17.3
653,653,Mahindra,999994.0,2523.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1820.0,SUV,1391.3889515219842,5.0,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,P215/75R15,P215/75R15,Hydraulic Power,All Windows,Remote,75PS@3200rpm,Vinyl,Manual,2.0,Not on offer,2 years /75000 Kms (years/distance whichever comes first),Digital,With Remote,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",3.8075201432408234,Rear sensors,Manual Adjustment,3568.0,13.45
